,ShipmentNo_,Status,Direction,Product,ShipmentType,ProductType,Oper_Year,Oper_Period,ShipmentWeek,ShipmentDay,ShipmentDate,Principal,Carrier,Incoterm,ShipperPostcode,ShipperCity,ShipperCountry,ConsigneePostcode,ConsigneeCity,ConsigneeCountry,Invoiced,Insurance,LetterOfCredit,Dangerous,Pieces,ActualWeight(kg),Volume(cbm),Charg_Weight(kg),W/M,FCLTEU,GP(EUR),WeightGroup,TrackingNumber,(Air)PortofOrigin,OriginCountry,(Air)PortofDestination,DestinationCountry,MS1Count,MS2Count,MS3Count,MS4Count,MS5Count,MS6Count
1479,2101094,1,1,1,FCL,FCL,2020,202012,2020/50,00:00.0,08.12.2020,Customer 178,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CIF,8110,BARCELONA,AE - UNITED ARAB EMIRATES,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"10,987",40,-,40,2,104.47,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1480,2101095,1,1,1,FCL,FCL,2020,202012,2020/50,00:00.0,07.12.2020,Customer 322,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,DDP,523333,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,092",100.736,-,101,4,226.16,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1481,2101096,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,08.12.2020,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,47866,SANT AGATA FELTRIA,IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,144,2.76,-,3,0,48.49,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1482,2101097,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,08.12.2020,Customer 350,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,389214,SINGAPORE,SG - SINGAPORE,.,"DEIRA, DUBAI",AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,861",2.646,-,3,0,25.8,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1483,2101098,1,0,1,FCL,FCL,2020,202012,2020/50,00:00.0,10.12.2020,Customer 519,MAEU - MAERSK KANOO UAE LLC,CFR,-,DUBAI,AE - UNITED ARAB EMIRATES,14814,CORDOBA,ES - SPAIN,Yes,N,N,N,-,"4,280",0,-,4,1,68.16,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,VALENCIA,ES-SPAIN,1,1,1,1,0,0
1484,2101099,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,08.12.2020,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,DAP,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,7,0.016,-,0,0,103.5,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1485,2101100,1,1,2,LCL,LCL,2020,202012,2020/51,00:00.0,15.12.2020,Customer 814,SHPT - SSC CONSOLIDATION SHIPCO,CFR,421302,"THANE, MAHARASHTRA",IN - INDIA,.,RAS AL KHAIMA,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,067",9.185,-,9,0,380.68,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1486,2101101,1,1,1,FCL,FCL,2020,202012,2020/49,00:00.0,06.12.2020,Customer 509,OAC - OCEANAXIS CONTAINER LINES,DDP,314499,ZHEJIANG,CN - CHINA,.,ABU DHBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,631",9.3,-,9,1,101.89,-,-,NINGBO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1487,2101102,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,07.12.2020,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,EXW,0,BEIJING,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,229,1.38,-,1,0,187.01,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1488,2101103,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,07.12.2020,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,DAP,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,367",4.231,-,4,0,129.3,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1489,2101104,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,07.12.2020,Customer 331,SHPT - SSC CONSOLIDATION SHIPCO,DAP,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,217,0.826,-,1,0,103.5,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1490,2101105,1,1,1,FCL,FCL,2020,202012,2020/49,00:00.0,06.12.2020,Customer 567,COSU - COSCO SHIPPING,CFR,0,SEOUL,KR - SOUTH-KOREA,-,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,829",16.7,-,17,1,116.08,-,-,XIAMEN PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1491,2101106,1,1,2,LCL,LCL,2020,202012,2020/50,00:00.0,07.12.2020,Customer 330,SHPT - SSC CONSOLIDATION SHIPCO,DAP,215126,SUZHOU,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,900,3.647,-,4,0,193.43,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1492,2101107,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,06.12.2020,Customer 280,YMLU - YANG MING (U.A.E) L.L.C.,DAP,3905 NS,VEENENDAAL,NL - THE NETHERLANDS,-,MBR CITY MEYDAN DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,305,5.486,-,5,0,27.95,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1493,2101108,1,1,1,FCL,FCL,2020,202012,2020/50,00:00.0,07.12.2020,Customer 668,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CIP,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"43,620",91,-,91,4,113.5,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1494,2101109,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,06.12.2020,Customer 917,YMLU - YANG MING (U.A.E) L.L.C.,CFR,3089 KC,ROTTERDAM,NL - THE NETHERLANDS,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,886",3.36,-,3,0,50.53,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1495,2101110,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,06.12.2020,Customer 896,YMLU - YANG MING (U.A.E) L.L.C.,CFR,79189,KROZINGEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,014",1.094,-,1,0,211.9,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1496,2101111,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,06.12.2020,Customer 174,YMLU - YANG MING (U.A.E) L.L.C.,CFR,67065,LUDWIGSHAFEN,DE - GERMANY,-,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,160",3.6,-,4,0,38.3,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1497,2101112,1,0,1,FCL,FCL,2020,202012,2020/50,00:00.0,08.12.2020,Customer 751,MAEU - MAERSK KANOO UAE LLC,EXW,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,1081,OSLO,NO - NORWAY,Yes,N,N,N,-,"23,843",25,-,25,1,39.45,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,FREDRIKSTAD,NO-NORWAY,1,1,1,1,0,0
1498,2101113,1,0,1,FCL,FCL,2020,202012,2020/49,00:00.0,02.12.2020,Customer 708,HLCU - HAPAG-LLOYD AGENCY L.L.C,FOB,.,DUBAI,AE - UNITED ARAB EMIRATES,N18 3AT,"EDMONTON, LONDON",GB - UNITED KINGDOM,Yes,N,N,N,-,"2,431",56.42,-,56,2,89.38,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,LONDON GATEWAY PORT,GB-UNITED KINGDOM,1,1,1,1,0,0
1499,2101114,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,03.12.2020,Customer 334,SHPT - SSC CONSOLIDATION SHIPCO,EXW,38118,MEMPHIS,US - UNITED STATES OF AMERICA,13001,SAFAT,KW - KUWAIT,Yes,N,N,N,-,172,0.566,-,1,0,192.31,-,-,NEW YORK,US-UNITED STATES OF AMERICA,SHUWAIKH,KW-KUWAIT,1,0,0,0,1,1
1500,2101115,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,03.12.2020,Customer 806,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,LS18 5PU,"HORSFORTH, LEEDS",GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,336",11.66,-,12,0,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1501,2101116,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,02.12.2020,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,21050,BOLLADELLO DI CAIRATE,IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,648",9.58,-,10,0,142.39,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1502,2101117,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,02.12.2020,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,20010,BUSCATE (MI),IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,236,4.38,-,4,0,143.42,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1503,2101118,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,02.12.2020,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,EXW,M3J2V2,TORONTO,CA - CANADA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,498,0.511,-,1,0,254.08,-,-,NEW YORK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1504,2101119,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,02.12.2020,Customer 288,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,KT12 2EH,SURREY,GB - UNITED KINGDOM,34938,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,806,1.44,-,1,0,84.54,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1505,2101120,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 241,YMLU - YANG MING (U.A.E) L.L.C.,CFR,68526,LADENBURG,DE - GERMANY,31461,DAMMAN,SA - SAUDI ARABIA,Yes,N,N,N,-,"5,145",5.28,-,5,0,-10.73,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1506,2101121,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 422,YMLU - YANG MING (U.A.E) L.L.C.,CFR,71229,LEONBERG,DE - GERMANY,11499,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,-,117,0.437,-,0,0,3.4,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1507,2101122,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 422,YMLU - YANG MING (U.A.E) L.L.C.,CFR,71229,LEONBERG,DE - GERMANY,0,DAMMAM,SA - SAUDI ARABIA,Yes,N,N,N,-,283,0.47,-,0,0,3.3,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1508,2101123,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 422,YMLU - YANG MING (U.A.E) L.L.C.,CFR,71229,LEONBERG,DE - GERMANY,0,DAMMAM,SA - SAUDI ARABIA,Yes,N,N,N,-,"1,137",2.341,-,2,0,-12.89,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1509,2101124,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 219,YMLU - YANG MING (U.A.E) L.L.C.,CFR,30966,HEMMINGEN,DE - GERMANY,-,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,814",15.06,-,15,0,-27.01,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1510,2101125,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 241,YMLU - YANG MING (U.A.E) L.L.C.,CFR,68526,LADENBURG,DE - GERMANY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,9,10.8,-,11,0,350.34,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1511,2101126,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 171,YMLU - YANG MING (U.A.E) L.L.C.,CFR,3401 MX,IJSSELSTEIN UT,NL - THE NETHERLANDS,0,"INTERIORS, DUBAI.",AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,626,2.189,-,2,0,264.4,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1512,2101127,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 438,YMLU - YANG MING (U.A.E) L.L.C.,CFR,4214 KZ,VUREN,NL - THE NETHERLANDS,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,202",3.813,-,4,0,260.78,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1513,2101128,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,27.11.2020,Customer 333,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,6010,BRISTOL,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,363,0.923,-,1,0,197.33,-,-,NEW YORK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1514,2101129,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,27.11.2020,Customer 333,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,100005,TONGZHOU,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,405,0.672,-,1,0,154.77,-,-,TIANJIN XINGANG PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1515,2101130,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,27.11.2020,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,EXW,M3J2V2,TORONTO,CA - CANADA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,617,1.662,-,2,0,72.64,-,-,NEW YORK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1516,2101131,1,1,2,LCL,LCL,2020,202012,2020/49,00:00.0,03.12.2020,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,33442,DEERFIELD BEACH,US - UNITED STATES OF AMERICA,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,89,0.692,-,1,0,180.57,-,-,NEW YORK,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1517,2101132,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,26.11.2020,Customer 668,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CIF,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"65,020",138,-,138,6,144.45,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1518,2101133,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,25.11.2020,Customer 433,MAEU - MAERSK KANOO UAE LLC,CFR,20145,MILAN,IT - ITALY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"18,140",40,-,40,2,75.55,-,-,TRIESTE,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1519,2101134,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,26.11.2020,Customer 840,COSU - COSCO SHIPPING,EXW,63263,NEU ISENBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"19,200",50,-,50,2,204.36,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1520,2101135,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,25.11.2020,Customer 178,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,8110,BARCELONA,AE - UNITED ARAB EMIRATES,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,863",40,-,40,2,104.47,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1521,2101136,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,29.11.2020,Customer 552,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,8170,BARCELONA,ES - SPAIN,17363,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,807,2.8,-,3,0,116.08,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1522,2101137,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,27.11.2020,Customer 534,CGMU - CMA CGM AND ANL (NE) LLC,CFR,37024,NEGRAR,IT - ITALY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"16,108",100,-,100,4,116.08,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1523,2101138,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,26.11.2020,Customer 858,HDMU - HYUNDAI MERCHANT MARINE UAE LLC,EXW,W86LS,LONDON,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"33,368",75,-,75,3,"1,178.40",-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1524,2101139,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,27.11.2020,Customer 937,ECUI - ECU LINE MIDDLE EAST LLC,CFR,YO224PT,WHITBY,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,450",5.352,-,5,0,116.08,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1525,2101140,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,26.11.2020,Customer 517,MAEU - MAERSK KANOO UAE LLC,CFR,77815,BADEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,000",75,-,75,3,110.92,-,-,AD DAMMAM,SA-SAUDI ARABIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1526,2101141,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,26.11.2020,Customer 517,MAEU - MAERSK KANOO UAE LLC,CFR,77815,BADEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"14,500",175,-,175,7,162.51,-,-,AD DAMMAM,SA-SAUDI ARABIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1527,2101142,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,25.11.2020,Customer 922,SHPT - SSC CONSOLIDATION SHIPCO,CFR,8707,UETIKON AM SEE,CH - SWITZERLAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,720",15.12,-,15,0,109.63,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1528,2101143,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,26.11.2020,Customer 492,SHPT - SSC CONSOLIDATION SHIPCO,CFR,25365,KLEIN OFFENSETH-SPARRIESHOOP,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,750",8.722,-,9,0,116.08,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1529,2101144,1,0,1,FCL,FCL,2020,202011,2020/48,00:00.0,28.11.2020,Customer 519,MAEU - MAERSK KANOO UAE LLC,CFR,15700,GAZIANTEP,TR - TURKEY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,900",0,-,7,1,158.08,-,-,MERSIN,TR-TURKEY,ALGECIRAS,ES-SPAIN,1,1,1,1,0,0
1530,2101145,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,27.11.2020,Customer 767,OOCL - OOCL (UAE) LLC,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,833",20,-,20,1,109.63,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1531,2101146,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,25.11.2020,Customer 519,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,15700,GAZIANTEP,TR - TURKEY,57009,THESSALONIKI,GR - GREECE,Yes,N,N,N,-,"2,95,660",0,-,296,22,251.98,-,-,MERSIN,TR-TURKEY,THESSALON KI,GR-GREECE,1,0,0,0,1,0
1532,2101147,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,24.11.2020,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,DAP,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,240",15.075,-,15,0,167.99,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1533,2101148,1,1,1,FCL,FCL,2020,202011,2020/48,00:00.0,23.11.2020,Customer 478,CGMU - CMA CGM AND ANL (NE) LLC,CIF,3640-290,PORTUGAL,PT - PORTUGAL,.,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,04,012",100,-,104,4,32.24,-,-,LEIXÕES,PT-PORTUGAL,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1534,2101149,1,1,2,LCL,LCL,2020,202011,2020/47,00:00.0,22.11.2020,Customer 676,SHPT - SSC CONSOLIDATION SHIPCO,CFR,94925,15 KOCH ROAD,US - UNITED STATES OF AMERICA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,235,4.38,-,4,0,116.08,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1535,2101150,1,1,1,FCL,FCL,2020,202011,2020/47,00:00.0,22.11.2020,Customer 322,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,DDP,523333,GUANGDONG,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,598",106.218,-,106,4,220.91,-,-,SHEKOU PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1536,2101151,1,1,2,LCL,LCL,2020,202011,2020/48,00:00.0,23.11.2020,Customer 883,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,22070,COMASCO,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,460",3.65,-,4,0,125.11,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1537,2101152,1,1,2,LCL,LCL,2020,202011,2020/47,00:00.0,21.11.2020,Customer 164,ECUI - ECU LINE MIDDLE EAST LLC,CFR,26140,1 RRUE DU RHONE,FR - FRANCE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,300,4.45,-,4,0,519.54,-,-,FOS-SUR-MER,FR-FRANCE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1538,2101153,1,1,1,FCL,FCL,2020,202011,2020/47,00:00.0,20.11.2020,Customer 502,CGMU - CMA CGM AND ANL (NE) LLC,CFR,4470-590,MOREIRA MAIA,PT - PORTUGAL,-,AJMAN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"24,600",38.209,-,38,2,116.08,-,-,LEIXÕES,PT-PORTUGAL,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1539,2101154,1,1,2,LCL,LCL,2020,202011,2020/47,00:00.0,19.11.2020,Customer 193,SHPT - SSC CONSOLIDATION SHIPCO,CFR,200032,SHANGHAI,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,240",2.114,-,2,0,116.08,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
